IUCN,SPEC,COU,Value
VULNERABLE_IND,AMPHIBIAN,LTU,1
VULNERABLE_IND,VASCULAR_PLANT,LTU,41
VULNERABLE_IND,FISH_TOT,LTU,2
VULNERABLE_IND,MARINE_F,LTU,0
VULNERABLE_IND,FRESHW_F,LTU,2
VULNERABLE_IND,MOSS,LTU,26
VULNERABLE_IND,LICHEN,LTU,3
VULNERABLE_IND,INVERTEB,LTU,22
THREATENED_IND,MAMMAL,LTU,7
THREATENED_IND,BIRD,LTU,56
THREATENED_IND,REPTILE,LTU,2
THREATENED_IND,AMPHIBIAN,LTU,2
THREATENED_IND,VASCULAR_PLANT,LTU,130
THREATENED_IND,FISH_TOT,LTU,5
THREATENED_IND,MARINE_F,LTU,1
THREATENED_IND,FRESHW_F,LTU,4
THREATENED_IND,MOSS,LTU,48
THREATENED_IND,LICHEN,LTU,43
THREATENED_IND,INVERTEB,LTU,89
THREAT_PERCENT,MAMMAL,LTU,10.294
THREAT_PERCENT,BIRD,LTU,14.396
THREAT_PERCENT,REPTILE,LTU,28.571
THREAT_PERCENT,VASCULAR_PLANT,LTU,9.745
THREAT_PERCENT,FISH_TOT,LTU,4.762
THREAT_PERCENT,MARINE_F,LTU,1.961
THREAT_PERCENT,MOSS,LTU,10.213
THREAT_PERCENT,LICHEN,LTU,17.2
THREAT_PERCENT,INVERTEB,LTU,0.356
IND_PERCENT,MAMMAL,LTU,11.864
IND_PERCENT,BIRD,LTU,15.217
IND_PERCENT,REPTILE,LTU,28.571
IND_PERCENT,VASCULAR_PLANT,LTU,16.539
IND_PERCENT,FISH_TOT,LTU,5.882
IND_PERCENT,MARINE_F,LTU,2.041
IND_PERCENT,FRESHW_F,LTU,11.111
ENDANGERED_IND,MAMMAL,AUS,37
ENDANGERED_IND,AMPHIBIAN,AUS,14
ENDANGERED_IND,VASCULAR_PLANT,AUS,527
ENDANGERED_IND,FISH_TOT,AUS,16
ENDANGERED_IND,MARINE_F,AUS,2
ENDANGERED_IND,FRESHW_F,AUS,14
ENDANGERED_IND,INVERTEB,AUS,22
CRITICAL_IND,MAMMAL,AUS,5
CRITICAL_IND,AMPHIBIAN,AUS,5
CRITICAL_IND,VASCULAR_PLANT,AUS,148
CRITICAL_IND,FISH_TOT,AUS,8
CRITICAL_IND,MARINE_F,AUS,3
CRITICAL_IND,FRESHW_F,AUS,5
CRITICAL_IND,INVERTEB,AUS,28
VULNERABLE_IND,MAMMAL,AUS,67
VULNERABLE_IND,AMPHIBIAN,AUS,10
VULNERABLE_IND,VASCULAR_PLANT,AUS,587
VULNERABLE_IND,FISH_TOT,AUS,24
VULNERABLE_IND,MARINE_F,AUS,8
VULNERABLE_IND,FRESHW_F,AUS,16
VULNERABLE_IND,MOSS,AUS,1
VULNERABLE_IND,INVERTEB,AUS,11
THREATENED_IND,MAMMAL,AUS,109
THREATENED_IND,BIRD,AUS,133
THREATENED_IND,REPTILE,AUS,61
THREATENED_IND,AMPHIBIAN,AUS,29
THREATENED_IND,VASCULAR_PLANT,AUS,1262
THREATENED_IND,FISH_TOT,AUS,48
THREATENED_IND,MARINE_F,AUS,13
THREATENED_IND,FRESHW_F,AUS,35
THREATENED_IND,MOSS,AUS,1
THREATENED_IND,INVERTEB,AUS,61
IND_PERCENT,VASCULAR_PLANT,AUS,7.057
TOT_KNOWN,MOSS,AUT,1016
TOT_KNOWN,LICHEN,AUT,2100
TOT_KNOWN,INVERTEB,AUT,45244
TOT_KNOWN_IND,MOSS,AUT,1016
TOT_KNOWN_IND,LICHEN,AUT,2100
TOT_KNOWN_IND,INVERTEB,AUT,45244
ENDANGERED,MOSS,AUT,69
ENDANGERED,LICHEN,AUT,135
ENDANGERED,INVERTEB,AUT,310
CRITICAL,MOSS,AUT,34
CRITICAL,LICHEN,AUT,57
CRITICAL,INVERTEB,AUT,302
VULNERABLE,MOSS,AUT,135
VULNERABLE,LICHEN,AUT,251
VULNERABLE,INVERTEB,AUT,356
THREATENED,MOSS,AUT,238
THREATENED,LICHEN,AUT,443
THREATENED,INVERTEB,AUT,968
ENDANGERED_IND,MOSS,AUT,69
ENDANGERED_IND,LICHEN,AUT,135
ENDANGERED_IND,INVERTEB,AUT,310
CRITICAL_IND,MOSS,AUT,34
CRITICAL_IND,LICHEN,AUT,57
CRITICAL_IND,INVERTEB,AUT,302
VULNERABLE_IND,MOSS,AUT,135
VULNERABLE_IND,LICHEN,AUT,251
VULNERABLE_IND,INVERTEB,AUT,356
THREATENED_IND,MOSS,AUT,238
THREATENED_IND,LICHEN,AUT,443
THREATENED_IND,INVERTEB,AUT,968
THREAT_PERCENT,MOSS,AUT,23.425
THREAT_PERCENT,LICHEN,AUT,21.095
THREAT_PERCENT,INVERTEB,AUT,2.14
IND_PERCENT,MOSS,AUT,23.425
IND_PERCENT,LICHEN,AUT,21.095
IND_PERCENT,INVERTEB,AUT,2.14
TOT_KNOWN,INVERTEB,FRA,1060
ENDANGERED,FISH_TOT,FRA,2
ENDANGERED,INVERTEB,FRA,22
CRITICAL,VASCULAR_PLANT,FRA,49
CRITICAL,FISH_TOT,FRA,4
CRITICAL,INVERTEB,FRA,18
VULNERABLE,FISH_TOT,FRA,9
VULNERABLE,INVERTEB,FRA,179
THREATENED,FISH_TOT,FRA,15
THREATENED,INVERTEB,FRA,219
THREAT_PERCENT,VASCULAR_PLANT,FRA,51.866
THREAT_PERCENT,FISH_TOT,FRA,21.739
THREAT_PERCENT,INVERTEB,FRA,20.66
ENDANGERED_IND,INVERTEB,IRL,51
CRITICAL_IND,INVERTEB,IRL,27
VULNERABLE_IND,INVERTEB,IRL,97
THREATENED_IND,INVERTEB,IRL,175
TOT_KNOWN,MOSS,ITA,1169
TOT_KNOWN,LICHEN,ITA,2704
THREATENED,MOSS,ITA,367
THREATENED,LICHEN,ITA,276
THREAT_PERCENT,MOSS,ITA,31.394
THREAT_PERCENT,LICHEN,ITA,10.207
TOT_KNOWN,INVERTEB,TUR,20636
TOT_KNOWN,LICHEN,CAN,857
TOT_KNOWN_IND,LICHEN,CAN,856
CRITICAL,MOSS,CAN,75
CRITICAL,LICHEN,CAN,70
CRITICAL_IND,MOSS,CAN,75
CRITICAL_IND,LICHEN,CAN,70
THREAT_PERCENT,LICHEN,CAN,21.47
IND_PERCENT,LICHEN,CAN,21.495
CRITICAL,VASCULAR_PLANT,HUN,115
CRITICAL_IND,VASCULAR_PLANT,HUN,115
ENDANGERED,MARINE_F,IRL,5
CRITICAL,MARINE_F,IRL,6
VULNERABLE,MARINE_F,IRL,6
THREATENED,MARINE_F,IRL,17
ENDANGERED_IND,MARINE_F,IRL,5
CRITICAL_IND,MARINE_F,IRL,6
VULNERABLE_IND,MARINE_F,IRL,6
THREATENED_IND,MARINE_F,IRL,17
THREAT_PERCENT,MARINE_F,IRL,4.521
IND_PERCENT,MARINE_F,IRL,4.521
TOT_KNOWN,LICHEN,TUR,1000
THREATENED,INVERTEB,TUR,89
THREAT_PERCENT,INVERTEB,TUR,0.431
TOT_KNOWN,AMPHIBIAN,BRA,877
THREAT_PERCENT,AMPHIBIAN,BRA,4.333
TOT_KNOWN,INVERTEB,CAN,19938
TOT_KNOWN_IND,INVERTEB,CAN,18908
ENDANGERED,INVERTEB,CAN,295
CRITICAL,INVERTEB,CAN,205
VULNERABLE,INVERTEB,CAN,765
THREATENED,INVERTEB,CAN,1265
ENDANGERED_IND,INVERTEB,CAN,295
CRITICAL_IND,INVERTEB,CAN,205
VULNERABLE_IND,INVERTEB,CAN,765
THREATENED_IND,INVERTEB,CAN,1265
THREAT_PERCENT,INVERTEB,CAN,6.345
IND_PERCENT,INVERTEB,CAN,6.69
TOT_KNOWN,MOSS,HUN,659
TOT_KNOWN,LICHEN,HUN,715
TOT_KNOWN,INVERTEB,HUN,87
TOT_KNOWN_IND,MOSS,HUN,657
TOT_KNOWN_IND,LICHEN,HUN,715
TOT_KNOWN_IND,INVERTEB,HUN,87
ENDANGERED,MOSS,HUN,90
ENDANGERED,LICHEN,HUN,44
ENDANGERED,INVERTEB,HUN,7
CRITICAL,MOSS,HUN,20
CRITICAL,LICHEN,HUN,24
CRITICAL,INVERTEB,HUN,9
VULNERABLE,MOSS,HUN,63
VULNERABLE,LICHEN,HUN,45
VULNERABLE,INVERTEB,HUN,8
THREATENED,MOSS,HUN,173
THREATENED,LICHEN,HUN,113
THREATENED,INVERTEB,HUN,24
ENDANGERED_IND,MOSS,HUN,90
ENDANGERED_IND,LICHEN,HUN,44
ENDANGERED_IND,INVERTEB,HUN,7
CRITICAL_IND,MOSS,HUN,20
CRITICAL_IND,LICHEN,HUN,24
CRITICAL_IND,INVERTEB,HUN,9
VULNERABLE_IND,MOSS,HUN,63
VULNERABLE_IND,LICHEN,HUN,45
VULNERABLE_IND,INVERTEB,HUN,8
THREATENED_IND,MOSS,HUN,173
THREATENED_IND,LICHEN,HUN,113
THREATENED_IND,INVERTEB,HUN,24
THREAT_PERCENT,MOSS,HUN,26.252
THREAT_PERCENT,LICHEN,HUN,15.804
THREAT_PERCENT,INVERTEB,HUN,27.586
IND_PERCENT,MOSS,HUN,26.332
IND_PERCENT,LICHEN,HUN,15.804
IND_PERCENT,INVERTEB,HUN,27.586
TOT_KNOWN,FISH_TOT,JPN,4300
TOT_KNOWN,MARINE_F,JPN,3900
ENDANGERED,FISH_TOT,JPN,60
ENDANGERED,MARINE_F,JPN,6
CRITICAL,FISH_TOT,JPN,79
CRITICAL,MARINE_F,JPN,8
VULNERABLE,FISH_TOT,JPN,46
VULNERABLE,MARINE_F,JPN,2
THREATENED,FISH_TOT,JPN,185
THREATENED,MARINE_F,JPN,16
THREAT_PERCENT,FISH_TOT,JPN,4.302
THREAT_PERCENT,MARINE_F,JPN,0.41
CRITICAL,INVERTEB,LUX,7
TOT_KNOWN,MOSS,GBR,805
THREAT_PERCENT,MOSS,GBR,15.28
CRITICAL,BIRD,LTU,19
CRITICAL,VASCULAR_PLANT,LTU,23
CRITICAL,FISH_TOT,LTU,3
CRITICAL,MARINE_F,LTU,1
CRITICAL,FRESHW_F,LTU,2
CRITICAL,MOSS,LTU,9
CRITICAL,LICHEN,LTU,24
CRITICAL,INVERTEB,LTU,13
CRITICAL_IND,BIRD,LTU,19
CRITICAL_IND,VASCULAR_PLANT,LTU,23
CRITICAL_IND,FISH_TOT,LTU,3
CRITICAL_IND,MARINE_F,LTU,1
CRITICAL_IND,FRESHW_F,LTU,2
CRITICAL_IND,MOSS,LTU,9
CRITICAL_IND,LICHEN,LTU,24
CRITICAL_IND,INVERTEB,LTU,13
THREAT_PERCENT,AMPHIBIAN,LTU,15.385
THREAT_PERCENT,FRESHW_F,LTU,7.407
IND_PERCENT,AMPHIBIAN,LTU,15.385
