alpha3,SPEC,IUCN,Value
GBR,MOSS,CRITICAL,23
GBR,LICHEN,CRITICAL,45
GBR,INVERTEB,CRITICAL,90
GBR,MOSS,VULNERABLE,63
GBR,LICHEN,VULNERABLE,111
GBR,INVERTEB,VULNERABLE,428
GBR,LICHEN,THREATENED,190
GBR,INVERTEB,THREATENED,898
GBR,MOSS,ENDANGERED_IND,37
GBR,LICHEN,ENDANGERED_IND,34
GBR,INVERTEB,ENDANGERED_IND,380
GBR,MOSS,CRITICAL_IND,23
GBR,LICHEN,CRITICAL_IND,45
GBR,INVERTEB,CRITICAL_IND,90
GBR,MOSS,VULNERABLE_IND,63
GBR,LICHEN,VULNERABLE_IND,111
GBR,INVERTEB,VULNERABLE_IND,428
GBR,MOSS,THREATENED_IND,123
GBR,LICHEN,THREATENED_IND,190
GBR,INVERTEB,THREATENED_IND,898
GBR,MAMMAL,THREAT_PERCENT,11.111
GBR,BIRD,THREAT_PERCENT,22.712
GBR,LICHEN,THREAT_PERCENT,6.609
GBR,INVERTEB,THREAT_PERCENT,2.478
CHL,MOSS,TOT_KNOWN,1327
CHL,LICHEN,TOT_KNOWN,1383
CHL,INVERTEB,TOT_KNOWN,15466
CHL,MOSS,TOT_KNOWN_IND,1327
CHL,LICHEN,TOT_KNOWN_IND,1383
CHL,INVERTEB,TOT_KNOWN_IND,15466
CHL,INVERTEB,ENDANGERED,61
CHL,BIRD,CRITICAL,2
CHL,REPTILE,CRITICAL,10
CHL,INVERTEB,CRITICAL,32
CHL,INVERTEB,VULNERABLE,22
CHL,INVERTEB,THREATENED,114
CHL,INVERTEB,ENDANGERED_IND,61
CHL,BIRD,CRITICAL_IND,2
CHL,REPTILE,CRITICAL_IND,10
CHL,INVERTEB,CRITICAL_IND,32
CHL,INVERTEB,VULNERABLE_IND,22
CHL,INVERTEB,THREATENED_IND,114
CHL,INVERTEB,THREAT_PERCENT,0.737
CHL,INVERTEB,IND_PERCENT,0.737
COL,MAMMAL,TOT_KNOWN,492
COL,BIRD,TOT_KNOWN,1921
COL,REPTILE,TOT_KNOWN,537
COL,AMPHIBIAN,TOT_KNOWN,803
COL,VASCULAR_PLANT,TOT_KNOWN,27881
COL,FISH_TOT,TOT_KNOWN,3435
COL,MARINE_F,TOT_KNOWN,2000
COL,FRESHW_F,TOT_KNOWN,1435
COL,MOSS,TOT_KNOWN,1649
COL,LICHEN,TOT_KNOWN,1674
COL,INVERTEB,TOT_KNOWN,15269
COL,MAMMAL,TOT_KNOWN_IND,34
COL,BIRD,TOT_KNOWN_IND,79
COL,REPTILE,TOT_KNOWN_IND,115
COL,AMPHIBIAN,TOT_KNOWN_IND,367
COL,VASCULAR_PLANT,TOT_KNOWN_IND,6383
COL,FRESHW_F,TOT_KNOWN_IND,311
COL,MAMMAL,ENDANGERED,10
COL,BIRD,ENDANGERED,56
COL,REPTILE,ENDANGERED,16
COL,AMPHIBIAN,ENDANGERED,26
COL,VASCULAR_PLANT,ENDANGERED,185
COL,FISH_TOT,ENDANGERED,10
COL,MARINE_F,ENDANGERED,7
COL,FRESHW_F,ENDANGERED,10
COL,MOSS,ENDANGERED,5
COL,INVERTEB,ENDANGERED,44
COL,MAMMAL,CRITICAL,7
COL,BIRD,CRITICAL,17
COL,REPTILE,CRITICAL,11
COL,AMPHIBIAN,CRITICAL,14
COL,VASCULAR_PLANT,CRITICAL,112
COL,FISH_TOT,CRITICAL,4
COL,MARINE_F,CRITICAL,6
COL,FRESHW_F,CRITICAL,7
COL,MOSS,CRITICAL,8
COL,INVERTEB,CRITICAL,6
COL,MAMMAL,VULNERABLE,25
COL,BIRD,VULNERABLE,67
COL,REPTILE,VULNERABLE,17
COL,AMPHIBIAN,VULNERABLE,15
COL,VASCULAR_PLANT,VULNERABLE,425
COL,FISH_TOT,VULNERABLE,67
COL,MARINE_F,VULNERABLE,43
COL,FRESHW_F,VULNERABLE,92
COL,MOSS,VULNERABLE,84
COL,INVERTEB,VULNERABLE,47
COL,MAMMAL,THREATENED,42
COL,BIRD,THREATENED,140
COL,REPTILE,THREATENED,44
COL,AMPHIBIAN,THREATENED,55
COL,VASCULAR_PLANT,THREATENED,722
COL,FISH_TOT,THREATENED,81
COL,MARINE_F,THREATENED,56
COL,FRESHW_F,THREATENED,109
COL,MOSS,THREATENED,97
COL,INVERTEB,THREATENED,97
COL,MAMMAL,THREAT_PERCENT,8.537
COL,BIRD,THREAT_PERCENT,7.288
COL,REPTILE,THREAT_PERCENT,8.194
COL,AMPHIBIAN,THREAT_PERCENT,6.849
COL,VASCULAR_PLANT,THREAT_PERCENT,2.59
COL,FISH_TOT,THREAT_PERCENT,2.358
COL,MARINE_F,THREAT_PERCENT,2.8
COL,FRESHW_F,THREAT_PERCENT,7.596
COL,MOSS,THREAT_PERCENT,5.882
COL,INVERTEB,THREAT_PERCENT,0.635
EST,MOSS,TOT_KNOWN,389
EST,LICHEN,TOT_KNOWN,469
EST,INVERTEB,TOT_KNOWN,627
EST,MOSS,TOT_KNOWN_IND,388
EST,LICHEN,TOT_KNOWN_IND,458
EST,INVERTEB,TOT_KNOWN_IND,610
EST,MOSS,ENDANGERED,21
EST,LICHEN,ENDANGERED,32
EST,INVERTEB,ENDANGERED,2
EST,MOSS,CRITICAL,11
EST,LICHEN,CRITICAL,13
EST,INVERTEB,CRITICAL,7
EST,MOSS,VULNERABLE,99
EST,LICHEN,VULNERABLE,68
EST,INVERTEB,VULNERABLE,10
EST,MOSS,THREATENED,131
EST,LICHEN,THREATENED,113
EST,INVERTEB,THREATENED,19
EST,MOSS,ENDANGERED_IND,21
EST,LICHEN,ENDANGERED_IND,32
EST,INVERTEB,ENDANGERED_IND,2
EST,MOSS,CRITICAL_IND,11
EST,LICHEN,CRITICAL_IND,13
EST,INVERTEB,CRITICAL_IND,7
EST,MOSS,VULNERABLE_IND,99
EST,LICHEN,VULNERABLE_IND,67
EST,INVERTEB,VULNERABLE_IND,10
EST,MOSS,THREATENED_IND,131
EST,LICHEN,THREATENED_IND,112
EST,INVERTEB,THREATENED_IND,19
EST,MOSS,THREAT_PERCENT,33.676
EST,LICHEN,THREAT_PERCENT,24.094
EST,INVERTEB,THREAT_PERCENT,3.03
EST,MOSS,IND_PERCENT,33.763
EST,LICHEN,IND_PERCENT,24.454
EST,INVERTEB,IND_PERCENT,3.115
ISR,BIRD,TOT_KNOWN_IND,213
ISR,AMPHIBIAN,TOT_KNOWN_IND,7
ISR,FISH_TOT,TOT_KNOWN_IND,32
ISR,FRESHW_F,TOT_KNOWN_IND,32
ISR,BIRD,ENDANGERED_IND,13
ISR,AMPHIBIAN,ENDANGERED_IND,3
ISR,FISH_TOT,ENDANGERED_IND,0
ISR,FRESHW_F,ENDANGERED_IND,0
ISR,BIRD,CRITICAL_IND,21
ISR,AMPHIBIAN,CRITICAL_IND,2
ISR,FISH_TOT,CRITICAL_IND,6
ISR,FRESHW_F,CRITICAL_IND,6
ISR,BIRD,VULNERABLE_IND,31
ISR,AMPHIBIAN,VULNERABLE_IND,1
ISR,FISH_TOT,VULNERABLE_IND,0
ISR,FRESHW_F,VULNERABLE_IND,0
ISR,BIRD,THREATENED_IND,65
ISR,AMPHIBIAN,THREATENED_IND,6
ISR,VASCULAR_PLANT,THREATENED_IND,377
ISR,FISH_TOT,THREATENED_IND,6
ISR,FRESHW_F,THREATENED_IND,6
ISR,BIRD,IND_PERCENT,30.516
ISR,AMPHIBIAN,IND_PERCENT,85.714
ISR,VASCULAR_PLANT,IND_PERCENT,16.477
ISR,FISH_TOT,IND_PERCENT,18.75
ISR,FRESHW_F,IND_PERCENT,18.75
LVA,MAMMAL,TOT_KNOWN,62
LVA,BIRD,TOT_KNOWN,233
LVA,REPTILE,TOT_KNOWN,7
LVA,AMPHIBIAN,TOT_KNOWN,13
LVA,VASCULAR_PLANT,TOT_KNOWN,1937
LVA,FISH_TOT,TOT_KNOWN,87
LVA,MARINE_F,TOT_KNOWN,42
LVA,FRESHW_F,TOT_KNOWN,45
LVA,MAMMAL,TOT_KNOWN_IND,54
LVA,BIRD,TOT_KNOWN_IND,231
LVA,REPTILE,TOT_KNOWN_IND,7
LVA,AMPHIBIAN,TOT_KNOWN_IND,13
LVA,VASCULAR_PLANT,TOT_KNOWN_IND,1304
LVA,FISH_TOT,TOT_KNOWN_IND,72
LVA,MARINE_F,TOT_KNOWN_IND,27
LVA,FRESHW_F,TOT_KNOWN_IND,45
LVA,MAMMAL,ENDANGERED,3
LVA,BIRD,ENDANGERED,19
LVA,REPTILE,ENDANGERED,1
LVA,AMPHIBIAN,ENDANGERED,1
LVA,VASCULAR_PLANT,ENDANGERED,110
LVA,FISH_TOT,ENDANGERED,0
LVA,MARINE_F,ENDANGERED,0
LVA,FRESHW_F,ENDANGERED,0
LVA,MOSS,ENDANGERED,41
LVA,LICHEN,ENDANGERED,18
LVA,INVERTEB,ENDANGERED,38
LVA,MAMMAL,CRITICAL,0
LVA,BIRD,CRITICAL,4
LVA,REPTILE,CRITICAL,1
LVA,AMPHIBIAN,CRITICAL,1
LVA,VASCULAR_PLANT,CRITICAL,16
LVA,FISH_TOT,CRITICAL,1
LVA,MARINE_F,CRITICAL,1
LVA,MOSS,CRITICAL,3
LVA,LICHEN,CRITICAL,2
LVA,INVERTEB,CRITICAL,7
LVA,MAMMAL,VULNERABLE,2
LVA,BIRD,VULNERABLE,16
LVA,REPTILE,VULNERABLE,0
LVA,AMPHIBIAN,VULNERABLE,2
LVA,VASCULAR_PLANT,VULNERABLE,83
LVA,FISH_TOT,VULNERABLE,1
LVA,FRESHW_F,VULNERABLE,1
LVA,MOSS,VULNERABLE,17
LVA,LICHEN,VULNERABLE,4
LVA,INVERTEB,VULNERABLE,34
LVA,MAMMAL,THREATENED,5
LVA,BIRD,THREATENED,39
LVA,REPTILE,THREATENED,2
LVA,AMPHIBIAN,THREATENED,4
LVA,VASCULAR_PLANT,THREATENED,209
LVA,FISH_TOT,THREATENED,2
LVA,MARINE_F,THREATENED,1
LVA,FRESHW_F,THREATENED,1
LVA,MOSS,THREATENED,61
LVA,LICHEN,THREATENED,24
LVA,INVERTEB,THREATENED,79
LVA,MAMMAL,ENDANGERED_IND,3
LVA,BIRD,ENDANGERED_IND,19
LVA,REPTILE,ENDANGERED_IND,1
LVA,AMPHIBIAN,ENDANGERED_IND,1
LVA,VASCULAR_PLANT,ENDANGERED_IND,110
LVA,FISH_TOT,ENDANGERED_IND,0
LVA,MARINE_F,ENDANGERED_IND,0
LVA,FRESHW_F,ENDANGERED_IND,0
LVA,MAMMAL,CRITICAL_IND,0
LVA,BIRD,CRITICAL_IND,4
LVA,REPTILE,CRITICAL_IND,1
LVA,AMPHIBIAN,CRITICAL_IND,1
LVA,VASCULAR_PLANT,CRITICAL_IND,16
LVA,FISH_TOT,CRITICAL_IND,1
LVA,MARINE_F,CRITICAL_IND,1
LVA,MAMMAL,VULNERABLE_IND,2
LVA,BIRD,VULNERABLE_IND,16
LVA,REPTILE,VULNERABLE_IND,0
LVA,AMPHIBIAN,VULNERABLE_IND,1
LVA,VASCULAR_PLANT,VULNERABLE_IND,83
LVA,FISH_TOT,VULNERABLE_IND,1
LVA,FRESHW_F,VULNERABLE_IND,1
LVA,MAMMAL,THREATENED_IND,5
LVA,BIRD,THREATENED_IND,39
LVA,REPTILE,THREATENED_IND,2
LVA,AMPHIBIAN,THREATENED_IND,3
LVA,VASCULAR_PLANT,THREATENED_IND,209
LVA,FISH_TOT,THREATENED_IND,2
LVA,MARINE_F,THREATENED_IND,1
LVA,FRESHW_F,THREATENED_IND,1
LVA,MAMMAL,THREAT_PERCENT,8.065
LVA,BIRD,THREAT_PERCENT,16.738
LVA,REPTILE,THREAT_PERCENT,28.571
LVA,AMPHIBIAN,THREAT_PERCENT,30.769
LVA,VASCULAR_PLANT,THREAT_PERCENT,10.79
LVA,FISH_TOT,THREAT_PERCENT,2.299
LVA,MARINE_F,THREAT_PERCENT,2.381
LVA,FRESHW_F,THREAT_PERCENT,2.222
LVA,MAMMAL,IND_PERCENT,9.259
LVA,BIRD,IND_PERCENT,16.883
LVA,REPTILE,IND_PERCENT,28.571
LVA,AMPHIBIAN,IND_PERCENT,23.077
LVA,VASCULAR_PLANT,IND_PERCENT,16.028
LVA,FISH_TOT,IND_PERCENT,2.778
LVA,MARINE_F,IND_PERCENT,3.704
LVA,FRESHW_F,IND_PERCENT,2.222
BRA,MAMMAL,ENDANGERED,43
BRA,BIRD,ENDANGERED,71
BRA,REPTILE,ENDANGERED,50
BRA,AMPHIBIAN,ENDANGERED,12
BRA,FISH_TOT,ENDANGERED,126
BRA,MARINE_F,ENDANGERED,14
BRA,FRESHW_F,ENDANGERED,112
BRA,INVERTEB,ENDANGERED,104
BRA,MAMMAL,CRITICAL,12
BRA,BIRD,CRITICAL,42
BRA,REPTILE,CRITICAL,10
BRA,AMPHIBIAN,CRITICAL,18
BRA,FISH_TOT,CRITICAL,135
BRA,MARINE_F,CRITICAL,34
BRA,FRESHW_F,CRITICAL,101
BRA,INVERTEB,CRITICAL,101
BRA,MAMMAL,VULNERABLE,55
BRA,BIRD,VULNERABLE,120
BRA,REPTILE,VULNERABLE,20
BRA,AMPHIBIAN,VULNERABLE,11
BRA,FISH_TOT,VULNERABLE,148
BRA,MARINE_F,VULNERABLE,50
BRA,FRESHW_F,VULNERABLE,98
BRA,INVERTEB,VULNERABLE,94
BRA,MAMMAL,THREATENED,110
BRA,BIRD,THREATENED,234
BRA,REPTILE,THREATENED,80
BRA,AMPHIBIAN,THREATENED,38
BRA,FISH_TOT,THREATENED,409
BRA,MARINE_F,THREATENED,98
BRA,FRESHW_F,THREATENED,311
BRA,INVERTEB,THREATENED,299
AUS,MOSS,TOT_KNOWN,976
AUS,LICHEN,TOT_KNOWN,3495
AUS,INVERTEB,TOT_KNOWN,98703
AUS,INVERTEB,ENDANGERED,22
AUS,INVERTEB,CRITICAL,28
AUS,MOSS,VULNERABLE,1
AUS,INVERTEB,VULNERABLE,11
AUS,MOSS,THREATENED,1
AUS,INVERTEB,THREATENED,61
AUS,MOSS,THREAT_PERCENT,0.102
AUS,INVERTEB,THREAT_PERCENT,0.062
BEL,MOSS,TOT_KNOWN,521
BEL,LICHEN,TOT_KNOWN,838
BEL,INVERTEB,TOT_KNOWN,5238
BEL,MOSS,TOT_KNOWN_IND,521
BEL,LICHEN,TOT_KNOWN_IND,838
BEL,INVERTEB,TOT_KNOWN_IND,5227
BEL,INVERTEB,ENDANGERED,201
BEL,INVERTEB,CRITICAL,135
BEL,INVERTEB,VULNERABLE,230
BEL,MOSS,THREATENED,140
BEL,LICHEN,THREATENED,495
BEL,INVERTEB,THREATENED,566
BEL,INVERTEB,ENDANGERED_IND,201
BEL,INVERTEB,CRITICAL_IND,135
BEL,INVERTEB,VULNERABLE_IND,230
BEL,MOSS,THREATENED_IND,140
BEL,LICHEN,THREATENED_IND,495
BEL,INVERTEB,THREATENED_IND,566
BEL,MOSS,THREAT_PERCENT,26.871
BEL,LICHEN,THREAT_PERCENT,59.069
BEL,INVERTEB,THREAT_PERCENT,10.806
BEL,MOSS,IND_PERCENT,26.871
BEL,LICHEN,IND_PERCENT,59.069
BEL,INVERTEB,IND_PERCENT,10.828
CZE,MOSS,TOT_KNOWN,863
CZE,LICHEN,TOT_KNOWN,1497
CZE,INVERTEB,TOT_KNOWN,32627
CZE,MOSS,ENDANGERED,88
CZE,LICHEN,ENDANGERED,184
CZE,INVERTEB,ENDANGERED,1706
CZE,MOSS,CRITICAL,70
CZE,LICHEN,CRITICAL,130
CZE,INVERTEB,CRITICAL,1420
CZE,MOSS,VULNERABLE,93
CZE,LICHEN,VULNERABLE,246
CZE,INVERTEB,VULNERABLE,2253
CZE,MOSS,THREATENED,251
CZE,LICHEN,THREATENED,560
CZE,INVERTEB,THREATENED,5379
CZE,MOSS,THREAT_PERCENT,29.085
CZE,LICHEN,THREAT_PERCENT,37.408
CZE,INVERTEB,THREAT_PERCENT,16.486
DNK,LICHEN,TOT_KNOWN,676
DNK,INVERTEB,TOT_KNOWN,3731
DNK,LICHEN,ENDANGERED,57
DNK,INVERTEB,ENDANGERED,156
DNK,LICHEN,CRITICAL,143
DNK,INVERTEB,CRITICAL,96
DNK,LICHEN,VULNERABLE,99
DNK,INVERTEB,VULNERABLE,272
DNK,LICHEN,THREATENED,299
DNK,INVERTEB,THREATENED,524
DNK,LICHEN,THREAT_PERCENT,44.231
DNK,INVERTEB,THREAT_PERCENT,14.044
IRL,MOSS,TOT_KNOWN,596
IRL,INVERTEB,TOT_KNOWN,1193
IRL,MOSS,ENDANGERED,30
IRL,INVERTEB,ENDANGERED,51
IRL,MOSS,CRITICAL,19
IRL,INVERTEB,CRITICAL,27
IRL,MOSS,VULNERABLE,64
IRL,INVERTEB,VULNERABLE,97
IRL,MOSS,THREATENED,113
IRL,INVERTEB,THREATENED,175
IRL,MOSS,THREAT_PERCENT,18.96
IRL,INVERTEB,THREAT_PERCENT,14.669
JPN,MOSS,TOT_KNOWN,1800
JPN,LICHEN,TOT_KNOWN,1600
JPN,INVERTEB,TOT_KNOWN,5300
JPN,MOSS,ENDANGERED,138
JPN,LICHEN,ENDANGERED,41
JPN,INVERTEB,ENDANGERED,22
JPN,MOSS,VULNERABLE,103
JPN,LICHEN,VULNERABLE,20
JPN,INVERTEB,VULNERABLE,43
JPN,MOSS,THREATENED,241
JPN,LICHEN,THREATENED,61
JPN,INVERTEB,THREATENED,65
JPN,MOSS,THREAT_PERCENT,13.389
JPN,LICHEN,THREAT_PERCENT,3.813
JPN,INVERTEB,THREAT_PERCENT,1.226
KOR,MOSS,TOT_KNOWN,925
KOR,LICHEN,TOT_KNOWN,1133
NLD,MAMMAL,TOT_KNOWN_IND,53
NLD,BIRD,TOT_KNOWN_IND,168
NLD,REPTILE,TOT_KNOWN_IND,7
NLD,VASCULAR_PLANT,TOT_KNOWN_IND,1395
NLD,MOSS,TOT_KNOWN_IND,517
NLD,LICHEN,TOT_KNOWN_IND,683
NLD,INVERTEB,TOT_KNOWN_IND,176
NLD,MAMMAL,ENDANGERED_IND,3
NLD,BIRD,ENDANGERED_IND,12
NLD,REPTILE,ENDANGERED_IND,0
NLD,AMPHIBIAN,ENDANGERED_IND,2
NLD,VASCULAR_PLANT,ENDANGERED_IND,117
NLD,MOSS,ENDANGERED_IND,27
NLD,LICHEN,ENDANGERED_IND,42
NLD,INVERTEB,ENDANGERED_IND,18
NLD,MAMMAL,CRITICAL_IND,2
NLD,BIRD,CRITICAL_IND,9
NLD,REPTILE,CRITICAL_IND,1
NLD,VASCULAR_PLANT,CRITICAL_IND,71
NLD,MOSS,CRITICAL_IND,52
NLD,LICHEN,CRITICAL_IND,49
NLD,INVERTEB,CRITICAL_IND,25
NLD,MAMMAL,VULNERABLE_IND,6
NLD,BIRD,VULNERABLE_IND,19
NLD,REPTILE,VULNERABLE_IND,4
NLD,AMPHIBIAN,VULNERABLE_IND,3
NLD,VASCULAR_PLANT,VULNERABLE_IND,168
NLD,MOSS,VULNERABLE_IND,43
NLD,LICHEN,VULNERABLE_IND,65
NLD,INVERTEB,VULNERABLE_IND,11
NLD,MAMMAL,THREATENED_IND,11
NLD,BIRD,THREATENED_IND,40
NLD,REPTILE,THREATENED_IND,5
NLD,VASCULAR_PLANT,THREATENED_IND,356
NLD,MOSS,THREATENED_IND,122
NLD,LICHEN,THREATENED_IND,156
NLD,INVERTEB,THREATENED_IND,54
NLD,MAMMAL,IND_PERCENT,20.755
NLD,BIRD,IND_PERCENT,23.81
NLD,REPTILE,IND_PERCENT,71.429
NLD,VASCULAR_PLANT,IND_PERCENT,25.52
NLD,MOSS,IND_PERCENT,23.598
NLD,LICHEN,IND_PERCENT,22.84
NLD,INVERTEB,IND_PERCENT,30.682
ESP,MOSS,TOT_KNOWN,1100
ESP,LICHEN,TOT_KNOWN,2426
ESP,MOSS,TOT_KNOWN_IND,1100
ESP,LICHEN,TOT_KNOWN_IND,2426
ESP,INVERTEB,TOT_KNOWN_IND,57000
ESP,MOSS,ENDANGERED,52
ESP,INVERTEB,ENDANGERED,52
ESP,MOSS,CRITICAL,46
ESP,INVERTEB,CRITICAL,18
ESP,MOSS,VULNERABLE,161
ESP,INVERTEB,VULNERABLE,203
ESP,MOSS,THREATENED,259
ESP,INVERTEB,THREATENED,273
ESP,MOSS,ENDANGERED_IND,52
ESP,INVERTEB,ENDANGERED_IND,52
ESP,MOSS,CRITICAL_IND,46
ESP,INVERTEB,CRITICAL_IND,18
ESP,MOSS,VULNERABLE_IND,161
ESP,INVERTEB,VULNERABLE_IND,203
ESP,MOSS,THREATENED_IND,259
ESP,INVERTEB,THREATENED_IND,273
ESP,MOSS,THREAT_PERCENT,23.545
ESP,MOSS,IND_PERCENT,23.545
ESP,INVERTEB,IND_PERCENT,0.479
SWE,MARINE_F,TOT_KNOWN,100
SWE,FRESHW_F,TOT_KNOWN,42
SWE,MARINE_F,TOT_KNOWN_IND,100
SWE,FRESHW_F,TOT_KNOWN_IND,42
SWE,MARINE_F,ENDANGERED,6
SWE,FRESHW_F,ENDANGERED,1
SWE,MARINE_F,CRITICAL,6
SWE,MARINE_F,VULNERABLE,7
SWE,FRESHW_F,VULNERABLE,1
SWE,MARINE_F,THREATENED,19
SWE,FRESHW_F,THREATENED,2
SWE,MARINE_F,ENDANGERED_IND,6
SWE,FRESHW_F,ENDANGERED_IND,1
SWE,MARINE_F,CRITICAL_IND,6
SWE,MARINE_F,VULNERABLE_IND,7
SWE,FRESHW_F,VULNERABLE_IND,1
SWE,MARINE_F,THREATENED_IND,19
SWE,FRESHW_F,THREATENED_IND,2
SWE,MARINE_F,THREAT_PERCENT,19
SWE,FRESHW_F,THREAT_PERCENT,4.762
SWE,MARINE_F,IND_PERCENT,19
SWE,FRESHW_F,IND_PERCENT,4.762
GBR,MOSS,THREATENED,123
CRI,MAMMAL,TOT_KNOWN,250
CRI,BIRD,TOT_KNOWN,912
CRI,REPTILE,TOT_KNOWN,241
CRI,AMPHIBIAN,TOT_KNOWN,201
CRI,VASCULAR_PLANT,TOT_KNOWN,9500
CRI,MARINE_F,TOT_KNOWN,1458
CRI,FRESHW_F,TOT_KNOWN,271
CRI,LICHEN,TOT_KNOWN,1337
CRI,INVERTEB,TOT_KNOWN,103491
CRI,MAMMAL,ENDANGERED,7
CRI,BIRD,ENDANGERED,6
CRI,REPTILE,ENDANGERED,3
CRI,AMPHIBIAN,ENDANGERED,10
CRI,VASCULAR_PLANT,ENDANGERED,40
CRI,MARINE_F,ENDANGERED,2
CRI,BIRD,CRITICAL,1
CRI,REPTILE,CRITICAL,5
CRI,AMPHIBIAN,CRITICAL,24
CRI,VASCULAR_PLANT,CRITICAL,8
CRI,MARINE_F,CRITICAL,2
CRI,MAMMAL,VULNERABLE,7
CRI,BIRD,VULNERABLE,15
CRI,REPTILE,VULNERABLE,7
CRI,AMPHIBIAN,VULNERABLE,7
CRI,VASCULAR_PLANT,VULNERABLE,83
CRI,FRESHW_F,VULNERABLE,1
CRI,MAMMAL,THREATENED,14
CRI,BIRD,THREATENED,22
CRI,REPTILE,THREATENED,15
CRI,AMPHIBIAN,THREATENED,41
CRI,VASCULAR_PLANT,THREATENED,131
CRI,MARINE_F,THREATENED,4
CRI,FRESHW_F,THREATENED,1
CRI,MAMMAL,THREAT_PERCENT,5.6
CRI,BIRD,THREAT_PERCENT,2.412
CRI,REPTILE,THREAT_PERCENT,6.224
CRI,AMPHIBIAN,THREAT_PERCENT,20.398
CRI,VASCULAR_PLANT,THREAT_PERCENT,1.379
CRI,MARINE_F,THREAT_PERCENT,0.274
CRI,FRESHW_F,THREAT_PERCENT,0.369
LVA,MOSS,TOT_KNOWN,560
LVA,LICHEN,TOT_KNOWN,687
LVA,INVERTEB,TOT_KNOWN,17100
LVA,MOSS,TOT_KNOWN_IND,559
LVA,LICHEN,TOT_KNOWN_IND,687
LVA,INVERTEB,TOT_KNOWN_IND,17000
LVA,MOSS,ENDANGERED_IND,41
LVA,LICHEN,ENDANGERED_IND,18
LVA,INVERTEB,ENDANGERED_IND,38
LVA,MOSS,CRITICAL_IND,3
LVA,LICHEN,CRITICAL_IND,2
LVA,INVERTEB,CRITICAL_IND,7
LVA,MOSS,VULNERABLE_IND,17
LVA,LICHEN,VULNERABLE_IND,4
LVA,INVERTEB,VULNERABLE_IND,34
LVA,MOSS,THREATENED_IND,61
LVA,LICHEN,THREATENED_IND,24
LVA,INVERTEB,THREATENED_IND,79
LVA,MOSS,THREAT_PERCENT,10.893
LVA,LICHEN,THREAT_PERCENT,3.493
LVA,INVERTEB,THREAT_PERCENT,0.462
LVA,MOSS,IND_PERCENT,10.912
LVA,LICHEN,IND_PERCENT,3.493
LVA,INVERTEB,IND_PERCENT,0.465
LTU,MAMMAL,TOT_KNOWN,68
LTU,BIRD,TOT_KNOWN,389
LTU,REPTILE,TOT_KNOWN,7
LTU,AMPHIBIAN,TOT_KNOWN,13
LTU,VASCULAR_PLANT,TOT_KNOWN,1334
LTU,FISH_TOT,TOT_KNOWN,105
LTU,MARINE_F,TOT_KNOWN,51
LTU,FRESHW_F,TOT_KNOWN,54
LTU,MOSS,TOT_KNOWN,470
LTU,LICHEN,TOT_KNOWN,250
LTU,INVERTEB,TOT_KNOWN,25000
LTU,MAMMAL,TOT_KNOWN_IND,59
LTU,BIRD,TOT_KNOWN_IND,368
LTU,REPTILE,TOT_KNOWN_IND,7
LTU,AMPHIBIAN,TOT_KNOWN_IND,13
LTU,VASCULAR_PLANT,TOT_KNOWN_IND,786
LTU,FISH_TOT,TOT_KNOWN_IND,85
LTU,MARINE_F,TOT_KNOWN_IND,49
LTU,FRESHW_F,TOT_KNOWN_IND,36
LTU,MAMMAL,ENDANGERED,3
LTU,BIRD,ENDANGERED,17
LTU,REPTILE,ENDANGERED,1
LTU,AMPHIBIAN,ENDANGERED,1
LTU,VASCULAR_PLANT,ENDANGERED,66
LTU,FISH_TOT,ENDANGERED,0
LTU,MARINE_F,ENDANGERED,0
LTU,FRESHW_F,ENDANGERED,0
LTU,MOSS,ENDANGERED,13
LTU,LICHEN,ENDANGERED,16
LTU,INVERTEB,ENDANGERED,54
LTU,MAMMAL,VULNERABLE,4
LTU,BIRD,VULNERABLE,20
LTU,REPTILE,VULNERABLE,1
LTU,AMPHIBIAN,VULNERABLE,1
LTU,VASCULAR_PLANT,VULNERABLE,41
LTU,FISH_TOT,VULNERABLE,2
LTU,MARINE_F,VULNERABLE,0
LTU,FRESHW_F,VULNERABLE,2
LTU,MOSS,VULNERABLE,26
LTU,LICHEN,VULNERABLE,3
LTU,INVERTEB,VULNERABLE,22
LTU,MAMMAL,THREATENED,7
LTU,BIRD,THREATENED,56
LTU,REPTILE,THREATENED,2
LTU,AMPHIBIAN,THREATENED,2
LTU,VASCULAR_PLANT,THREATENED,130
LTU,FISH_TOT,THREATENED,5
LTU,MARINE_F,THREATENED,1
LTU,FRESHW_F,THREATENED,4
LTU,MOSS,THREATENED,48
LTU,LICHEN,THREATENED,43
LTU,INVERTEB,THREATENED,89
LTU,MAMMAL,ENDANGERED_IND,3
LTU,BIRD,ENDANGERED_IND,17
LTU,REPTILE,ENDANGERED_IND,1
LTU,AMPHIBIAN,ENDANGERED_IND,1
LTU,VASCULAR_PLANT,ENDANGERED_IND,66
LTU,FISH_TOT,ENDANGERED_IND,0
LTU,MARINE_F,ENDANGERED_IND,0
LTU,FRESHW_F,ENDANGERED_IND,0
LTU,MOSS,ENDANGERED_IND,13
LTU,LICHEN,ENDANGERED_IND,16
LTU,INVERTEB,ENDANGERED_IND,54
LTU,MAMMAL,VULNERABLE_IND,4
LTU,BIRD,VULNERABLE_IND,20
LTU,REPTILE,VULNERABLE_IND,1
